小区名;小区地址;建筑年代;建筑类型;物业费用;物业公司;开发商;楼栋总数;房屋总数;附近门店
岭南路38号院;(海淀定慧寺)岭南路38号院;1992年建成;塔楼;1.8元/平米/月;北京市房管所物业管理公司;中建一局集团房地产开发有限公司;1栋;112户;玲珑路店/北京市海淀区北洼路29号院底商
中关村东路111号院;(海淀双榆树)中关村东路111号院;2002年建成;塔板结合;暂无信息;无物业管理服务;无开发商;1栋;80户;中关村东路店/海淀 区北京青云航空仪表有限公司北宿舍区第一管区57楼一层中间部分（中关村东路101-3）
翠微路17号院;(海淀公主坟)翠微路17号院;1996年建成;板楼;暂无信息;单位自管物业;无开发商;2栋;258户;翠微店/海淀区翠微南里2号楼1层临7号
动力厂宿舍;(海淀安宁庄)清河小营西路25号院;1983年建成;板楼;0.6元/平米/月;无物业管理服务;无开发商;4栋;186户;清上园一店/海淀区清上园6号楼
理想大厦;(海淀中关村)知春路111号;1999年建成;塔楼;3.68元/平米/月;北京豪景物业管理有限公司;北京中物理想房地产开发有限公司;1栋;220户;豪景佳苑店/海淀区知春路108号1号楼1层
大钟寺甲8号院;(海淀皂君庙)大钟寺甲8号;1994年建成;板楼;暂无信息;无物业管理服务;无开发商;1栋;133户;鑫雅苑一店/海淀区皂君庙14号院1号楼1层102
财大家属院;(海淀皂君庙)学院南路39号院;1981年建成;塔楼/板楼;1.6元/平米/月;北京艾维物业管理有限公司;无开发商;8栋;519户;财经大学店/海淀区大柳树路2号
电信宿舍;(海淀马甸)马甸电信宿舍;1981年建成;板楼;0.6083元/平米/月;北京电信建筑工程公司第七物业管理中心;电信局;2栋;216户;冠城南园店/海淀马甸路中航宿舍底墒
万寿路26号院;(海淀公主坟)万寿路26号院;1990年建成;塔楼;1.96元/平米/月;单位自管物业;北京北亚华欣置业有限公司;2栋;252户;万寿路店/海淀区万寿路乙十四号楼
民族大学南路11号院;(海淀魏公村)民族大学南路11号院;1985年建成;板楼;暂无信息;单位自管物业;无开发商;2栋;246户;人济山庄一店/海淀紫竹院路甲2号商业05号
阜成路甲3号;(海淀甘家口)阜成路甲3号;1999年建成;板楼/塔板结合;1.5元/平米/月;单位自管物业;无开发商;2栋;191户;增光佳苑店/海淀区增光路27号院3号楼底商一层27-5层
香山煤厂街27号院;(海淀西山)香山南路煤厂街27号院;1981年建成;板楼;暂无信息;单位自管物业;北京城建集团;10栋;286户;暂无门店信息
万地名苑;(海淀五棵松)西四环中路39号;2001年建成;塔板结合;2.8元/平米/月;北京万地物业管理有限公司;万地房地产开发有限公司;3栋;134户;五棵松胜利店/海淀区西四环中路19号院（五棵松饭店楼下）
逸升轩;(海淀甘家口)车公庄西路38号院;2002年建成;板楼;2.25元/平米/月;北京世纪洁龙物业管理有限公司;北京恒远基业房地产开发公司;1栋;140户;花园桥地铁店/西三环北路97号
地质附中;(海淀五道口)地质附中;1985年建成;板楼;暂无信息;北京新兴兴业物业管理有限公司;北京城建集团;3栋;254户;东升园公寓店/海淀区东升园公寓1号楼
北河沿;(海淀圆明园)北河沿;1988年建成;板楼;0.5至3.5元/平米/月;街道办事处（委员会）代管物业;无开发商;4栋;398户;暂无门店信息
北小马厂;(海淀军博)莲花池东路北;1980年建成;板楼/塔板结合;0.5至1.5元/平米/月;单位自管物业;无开发商;7栋;783户;荣丰小区一店/宣武区广安门外大街305号八区13号楼1层106
四道口9号院;(海淀皂君庙)四道口路9号院;1998年建成;板楼;1.5至1.6元/平米/月;单位自管物业;北京城建集团;3栋;288户;财经大学店/海淀区大柳树路2号
公安局宿舍;(海淀清河)永泰中路23号;2002年建成;板楼;2.08元/平米/月;北京高腾物业管理有限公司;无开发商;1栋;84户;清缘里店/海淀区清河龙岗路清缘里1号楼底商
远大园二区;(海淀世纪城)世纪城远大园二区;2001年建成;塔楼/板楼;1.21至5元/平米/月;北京世纪颐和物业管理有限责任公司;北京金源鸿大房地产开发有限公司;2栋;273户;新远大园店/海淀区远大园五区甲三号楼
西山美墅馆L区;(海淀西山)溪山嘉园山林轩;2004年建成;未知类型;3.82元/平米/月;北京盛世物业管理有限公司;北京三九建业房地产开发有限公司;10栋;105户;西山商业广场店/海淀区杏石口路西山商业大厦C座西三号
西三环北路56号院;(海淀甘家口)西三环北路56号院;1980年建成;板楼;0.1元/平米/月;无物业管理服务;无开发商;3栋;210户;花园桥地铁店/西三环北路97号
知春路丙18号院;(海淀中关村)西五道口1号;1996年建成;板楼;1.5元/平米/月;单位自管物业;无开发商;1栋;70户;保福寺新店/海淀区中关村334楼4门103号
文慧园北路乙26号;(海淀小西天)文慧园北路乙26号;1982年建成;塔楼;0.8元/平米/月;北京文慧园物业管理有限公司;北京市威凯房地产开发经营公司;1栋;104户;今典花园店/海淀区文慧园北路24号南侧第一间第二间第三间第四间
北小马厂3号院;(海淀军博)北小马厂3号院;1999年建成;板楼;1.3元/平米/月;单位自管物业;北京华天房地产有限责任公司;1栋;144户;荣丰小区一店/宣武区广安门外大街305号八区13号楼1层106
交大东路48号院;(海淀西直门)交大东路48号院;1982年建成;板楼;暂无信息;无物业管理服务;北京方恒房地产开发有限公司;3栋;231户;交大东路店/海淀区交大东路五十六号院1号楼一层（南向北第一间）
新外大街15号院;(海淀小西天)新街口外大街15号院;1988年建成;板楼;0.8元/平米/月;街道办事处（委员会）代管物业;北京城建开发有限公司;4栋;372户;北师大店/西城区新街口外大街6-10
香山艺墅;(海淀西山)香山南路88号;2003年建成;未知类型;4.9元/平米/月;北京燕侨物业管理有限责任公司;北京香山艺墅房地产开发有限公司;31栋;129户;暂无门店信息
圆明园西路3号院;(海淀马连洼)圆明园西路3号院;1968年建成;板楼;暂无信息;单位自管物业;无开发商;34栋;1781户;肖家河店/天秀花园荷塘月舍1号楼004B
花园北路;(海淀牡丹园)花园北路;1981年建成;板楼;暂无信息;暂无信息;暂无信息;2栋;78户;北航店/海淀区花园路1-43号
学院路甲9号院;(海淀五道口)学院路14号院;1984年建成;板楼;0.72元/平米/月;单位自管物业;无开发商;2栋;192户;六道口城铁店/海淀区富润家园1号楼底商
北京市人民检察院宿舍;(海淀紫竹桥)三虎桥九号院;1985年建成;板楼;暂无信息;暂无信息;暂无信息;2栋;282户;豪柏国际公寓店/海淀区西三环北路50号院1号楼106
榆树林;(海淀苏州桥)榆树林;1999年建成;板楼;暂无信息;无物业管理服务;无开发商;2栋;108户;中关村西区店/海淀区善缘街1号立方庭7号底商
新外大街3号院;(海淀小西天)新街口外大街3号院;1958年建成;板楼/塔板结合;1元/平米/月;单位自管物业;无开发商;21栋;790户;北师大店/西城区新街口外大街6-10
花园东路14号院;(海淀牡丹园)花园东路14号院;1986年建成;板楼;暂无信息;无物业管理服务;暂无信息;2栋;108户;花园北路店/海淀区花园北路36号底墒
尚品公寓;(海淀上地)上地东路;2004年建成;塔楼;1.9元/平米/月;北京实创上地物业管理服务有限责任公司;北京实创上地佳园房地产开发有限公司;1栋;171户;上地城铁店/海淀区上地佳园底商39号
北蜂窝66号院;(海淀军博)北蜂窝66号院;1996年建成;板楼;暂无信息;单位自管物业;无开发商;1栋;112户;会城门店/海淀区北蜂窝中路甲8号
西土城路2号院;(海淀北太平庄)西土城路2号;2001年建成;塔楼;1.6元/平米/月;单位自管物业;无开发商;1栋;108户;泰富店/海淀区蓟门一号9号楼105
中关村三才堂;(海淀五道口)中关村三才堂;1990年建成;板楼;0.5元/平米/月;街道办事处（委员会）代管物业;无开发商;1栋;90户;五道口店/海淀区华清嘉园8号楼底墒
檀香山;(海淀西山)西冉檀香园;2008年建成;未知类型;4.9元/平米/月;北京创辉物业管理有限公司;北京创辉房地产开发有限公司;67栋;160户;暂无门店信息
阜成路北三街5号院;(海淀甘家口)阜成路北三街5号院;1994年建成;板楼;1.2元/平米/月;北京安安物业管理中心;无开发商;1栋;72户;中海馥园一店/海淀增光路37号院中海馥园3号楼1层106
中关村东路106号院;(海淀知春路)中关村知春路106号;1996年建成;塔板结合;1.4元/平米/月;北京中航物业管理公司;无开发商;1栋;189户;中关村东路店/海淀 区北京青云航空仪表有限公司北宿舍区第一管区57楼一层中间部分（中关村东路101-3）
郦城果岭;(海淀四季青)四季青路7号;2010年建成;塔板结合;2.8至70元/平米/月;北京博安物业管理有限责任公司;北京永泰房地产开发有限责任公司;1栋;125户;郦城店/海淀区四季青路8号骊城工作区一层0136号
小关街;(海淀牡丹园)小关街;1980年建成;板楼/平房;暂无信息;单位自管物业;无开发商;6栋;284户;马甸店/朝阳区华严北里甲一号
翠微路平台村;(海淀公主坟)翠微路平台村;1991年建成;板楼;暂无信息;单位自管物业;北京六建集团公司;1栋;156户;玉渊潭南路店/海淀区翠微路甲24号6号7号门脸
大柳树甲17号院;(海淀白石桥)大柳树路甲17号院;1982年建成;板楼;暂无信息;无物业管理服务;海淀物业公司;5栋;268户;皂君东里店/海淀学院南路皂君东里13号楼底商
太平路34号院;(海淀五棵松)太平路34号;1985年建成;板楼;暂无信息;无物业管理服务;中国房地产开发公司;3栋;187户;今日家园店/海淀区西翠路5号今日家园6号楼底商
紫竹院甲3号院;(海淀紫竹桥)紫竹院甲3号院;1998年建成;板楼;暂无信息;无物业管理服务;无开发商;2栋;140户;人济山庄一店/海淀紫竹院路甲2号商业05号
永定路57号院;(海淀五棵松)永定路57号;1960年建成;板楼/塔板结合;1元/平米/月;单位自管物业;无开发商;19栋;1092户;永定路一店/海淀区永定路西里二号楼首层
三虎桥南路8号院;(海淀紫竹桥)三虎桥南路8号院;1990年建成;板楼;暂无信息;无物业管理服务;无开发商;3栋;216户;豪柏国际公寓店/海淀区西三环北路50号院1号楼106
增光路甲51号院;(海淀甘家口)增光路甲51号院;1988年建成;板楼;0.5至1.5元/平米/月;暂无信息;无开发商;2栋;186户;中海馥园一店/海淀增光路37号院中海馥园3号楼1层106
万景公寓;(海淀紫竹桥)北洼路甲28号院;2000年建成;塔楼;2.45元/平米/月;北京万佳鑫物业管理有限责任公司;北京万景房地产开发有限责任公司;1栋;152户;中海店/海淀北洼路28号商住楼B段一层
理工大学附中家属楼;(海淀紫竹桥)车道沟东路3号院;1988年建成;板楼;暂无信息;单位自管物业;无开发商;1栋;114户;车道沟一店/海淀区车道沟10号院1号楼
西山美墅馆C区;(海淀西山)溪山嘉园澜山轩;2006年建成;未知类型;3.82元/平米/月;北京盛世物业管理有限公司;北京三九建业房地产开发有限公司;12栋;154户;西山商业广场店/海淀区杏石口路西山商业大厦C座西三号
苏州街52号院;(海淀苏州桥)苏州街52号院;1980年建成;塔楼/板楼;1.5元/平米/月;北京中航物业管理公司;无开发商;7栋;356户;稻香园西里店/海淀万泉河路73号一层部分
法华寺小区;(海淀魏公村)法华寺;1994年建成;塔楼;暂无信息;街道办事处（委员会）代管物业;北京城建集团;2栋;273户;民族大学店/海淀区魏公村小区17号楼1层1门1号
阜成路南二街甲2号院;(海淀甘家口)阜成路南二街甲2号院;1955年建成;板楼/平房;1元/平米/月;无物业管理服务;无开发商;2栋;91户;中海馥园一店/海淀增光路37号院中海馥园3号楼1层106
阜成路北三街7号院;(海淀甘家口)阜成路北三街7号院;1990年建成;塔楼;1.5元/平米/月;中铁六局集团北京铁路建设有限公司;暂无信息;2栋;256户;中海馥园一店/海淀增光路37号院中海馥园3号楼1层106
翠微路25号院;(海淀公主坟)翠微路25号院;1993年建成;板楼;暂无信息;单位自管物业;无开发商;3栋;122户;华尔街店/海淀区吴家场路1号院3号楼底商
裕祺隆园;(海淀海淀北部新区)裕祺隆园;2010年建成;板楼;1.88至2.88元/平米/月;无物业管理服务;无开发公司;6栋;401户;暂无门店信息
北坞嘉园南里;(海淀颐和园)北坞嘉园南里;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;35栋;2012户;暂无门店信息
大柳树7号院;(海淀西直门)大柳树路7号院;1980年建成;板楼;暂无信息;无物业管理服务;北京城建集团;2栋;120户;皂君东里店/海淀学院南路皂君东里13号楼底商
牛奶宿舍;(海淀牡丹园)花园东路乙9号院;1991年建成;板楼;1元/平米/月;北京三元物业管理服务中心;暂无信息;2栋;168户;志新东路店/海淀卧虎桥甲6号7号楼1层底商
甘家口8号院;(海淀甘家口)三里河甘家口8号院;1946年建成;板楼/平房;0.5元/平米/月;北京首华物业管理有限公司;无开发商;8栋;383户;工商大学店/海淀区阜成路33号院甲1号楼3单元303
北蜂窝路15号院;(海淀军博)北蜂窝路15号;1997年建成;塔楼/板楼;暂无信息;暂无信息;暂无信息;8栋;541户;北蜂窝一店/北蜂窝路63号院底商
名仕花园;(海淀定慧寺)阜成路77号;1998年建成;板楼;3.5元/平米/月;单位自管物业;北京市天鸿基业房地产开发有限公司;15栋;66户;西八里庄南门店/海淀八里庄北里46号楼一层底商（由东向西第一，二，三间）
铁医路1号院;(海淀军博)铁医路1号, 铁医路1号院;1998年建成;板楼;2.08元/平米/月;北京中广物业管理有限公司;无开发商;3栋;160户;北蜂窝一店/北蜂窝路63号院底商
